"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,0,22
"GM",4082,4775,3,3329
"Tolerant",5167,2975,33,3653
"Vulnerable",2131,1480,265,73491
"Unclassified",3280,3418,172,160106
