"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",45,566,785,15,5937
"GM",62,22158,64371,1175,12848
"Tolerant",261,70952,67202,5289,74499
"Vulnerable",1,1198,2875,93,2496
"Unclassified",1757,17345,66586,4662,462873
