"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,0,32
"GM",0,0,0,38
"Tolerant",0,1,1,184
"Vulnerable",0,0,0,13
"Unclassified",1,13,1085,9899
