"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,3,1,21,0
"GM",0,35,25,19,39
"Tolerant",0,6,68,6,111
"Vulnerable",2,51,12,529,216
"Unclassified",0,25,45,118,8904
