"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",287,191,688,392
"GM",0,4,15,1
"Tolerant",74,13455,2209,825
"Vulnerable",340,2432,215473,38969
"Unclassified",171,409,15860,95555
