"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,1,12
"GM",0,18,3,106
"Tolerant",0,207,3415,3013
"Vulnerable",0,69,6075,6524
"Unclassified",3,125,2532,34285
