"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",130,24,43,114
"GM",14950,22158,1816,7470
"Tolerant",18221,4045,1548,5986
"Vulnerable",3052,2445,47635,96606
"Unclassified",9221,8061,68652,199184
