"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,24,98
"GM",0,0,1,0
"Tolerant",23,191,518,97
"Vulnerable",53,343,59661,781
"Unclassified",4,82,5106,52005
