"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,45,75,16
"GM",0,0,1,0
"Tolerant",0,179,315,63
"Vulnerable",67,210,40709,3308
"Unclassified",278,287,30868,42566
