"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,52,26,19,420
"GM",1,8869,68441,2737,23672
"Tolerant",123,79107,125807,16589,114789
"Vulnerable",11,2540,24861,85002,103535
"Unclassified",24,6566,22123,26463,140183
