"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",187121,3324,13512,30094,63783
"GM",2935,9097,1338,1783,0
"Tolerant",69929,1829,144096,18009,2299
"Vulnerable",111265,6045,9216,340819,23657
"Unclassified",34664,0,5620,7301,517354
