"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",8985,11938,8894,19627,6527
"GM",623,33498,8903,19104,1890
"Tolerant",260,7028,7389,6916,918
"Vulnerable",635,6142,3106,53952,6972
"Unclassified",318,4343,613,13603,111621
