state,county,year,NonCrop,GM,Tolerant,Vulnerable,Unclassified,total
Maine,Somerset,2013,998,7,30146,206127,147344,384622
Oregon,Linn,2016,7854,0,65441,115108,496853,685256
Montana,Lewis and Clark,2016,18707,0,100939,170936,227970,518552
Arizona,Graham,2018,160322,104568,42684,41732,372556,721862
Utah,Morgan,2009,1608,2,11662,39468,67047,119787
Nevada,Clark,2018,100,0,450,21993,41658,64201
Ohio,Stark,2011,677,106003,144097,24952,202261,477990
Minnesota,Polk,2011,30973,1364060,1662464,885540,557626,4500663
California,Sierra,2010,28,0,181,13830,27511,41550
Ohio,Stark,2012,354,104944,148653,20231,203808,477990
Texas,Reeves,2013,506482,13365,8059,28613,737894,1294413
Utah,Morgan,2010,3143,0,11378,59889,45377,119787
Ohio,Stark,2013,1140,101993,164007,29564,181286,477990
New York,Erie,2009,35662,35270,188393,216331,403696,879352
California,Sierra,2011,36,0,203,9943,31368,41550
Utah,Morgan,2011,639,0,9543,50689,58916,119787
South Dakota,Charles Mix,2016,68278,635239,865649,263716,622988,2455870
Ohio,Stark,2014,608,116272,139474,33902,187734,477990
Georgia,Henry,2009,2395,2480,1476,10765,104076,121192
Oregon,Linn,2017,3591,0,31472,131235,518958,685256
Wyoming,Park,2017,1815,0,113163,371034,291279,777291
Ohio,Stark,2015,3171,112066,173077,41972,147704,477990
Georgia,Henry,2010,3219,4352,620,16678,96323,121192
Utah,Morgan,2012,131,0,10972,46151,62533,119787
California,Sierra,2012,142,0,226,5003,36179,41550
Georgia,Henry,2011,2582,2613,870,13208,101919,121192
Minnesota,Polk,2012,5626,1204164,1624011,1026628,640234,4500663
Ohio,Stark,2016,3122,113162,169713,38905,153088,477990
New York,Erie,2010,17878,34819,155133,491937,179585,879352
Utah,Morgan,2013,167,0,8278,40150,71192,119787
Washington,Lewis,2018,1054,0,3928,67613,164587,237182
Georgia,Henry,2012,1267,851,7960,16915,94199,121192
Ohio,Stark,2017,3753,133743,150538,45804,144152,477990
California,Sierra,2013,13,0,43,12371,29123,41550
Georgia,Henry,2013,6614,2220,4712,56826,50820,121192
Ohio,Stark,2018,3112,138420,147581,47127,141750,477990
Utah,Morgan,2014,100,0,8572,64388,46727,119787
Montana,Lewis and Clark,2017,25845,0,88967,181928,221812,518552
South Dakota,Charles Mix,2017,3454,730181,889054,307462,525719,2455870
Oregon,Linn,2018,2301,0,26141,127196,529618,685256
Georgia,Henry,2014,5604,3892,2854,67338,41504,121192
Idaho,Custer,2013,10236,0,19445,84039,967549,1081269
Georgia,Henry,2015,2712,3598,1181,19523,94178,121192
California,Sierra,2014,2,0,385,19480,21683,41550
New York,Erie,2011,28107,33055,156483,436935,224772,879352
Texas,Reeves,2014,519671,15751,4662,33269,721060,1294413
Georgia,Henry,2016,2145,2574,1916,12845,101712,121192
Utah,Morgan,2015,280,0,5446,52061,62000,119787
Georgia,Henry,2017,433,4088,1688,18066,96917,121192
Texas,El Paso,2009,23,248142,3402,48726,57930,358223
Minnesota,Polk,2013,24592,1328850,1686149,974992,486080,4500663
Georgia,Henry,2018,3,3887,1527,18165,97610,121192
California,Sierra,2015,131,0,74,9277,32068,41550
Utah,Morgan,2016,941,0,7061,56275,55510,119787
South Dakota,Charles Mix,2018,85887,695075,794515,350625,529768,2455870
New York,Erie,2012,25073,46115,184759,429522,193883,879352
California,Sierra,2016,43,0,45,13996,27466,41550
Utah,Morgan,2017,43,0,7452,50844,61448,119787
Texas,El Paso,2010,1370,123022,12145,80998,140688,358223
Maine,Somerset,2014,1328,13,32474,232471,118336,384622
New York,Erie,2013,13160,27283,144841,238854,455214,879352
Washington,Island,2009,2078,0,6032,14590,38680,61380
Utah,Morgan,2018,606,0,6819,55057,57305,119787
California,Sierra,2017,69,0,7,17793,23681,41550
Washington,Island,2010,21,0,819,725,59815,61380
Minnesota,Polk,2014,11960,1547605,1522653,1043759,374686,4500663
Ohio,Trumbull,2009,4658,107954,101839,46798,148943,410192
Texas,El Paso,2011,1935,132928,8370,81862,133128,358223
New York,Erie,2014,21270,32816,141834,269093,414339,879352
Washington,Island,2011,177,0,5174,14656,41373,61380
California,Sierra,2018,110,2,220,13904,27314,41550
South Dakota,Hamlin,2009,7844,396965,491586,42873,261505,1200773
Ohio,Trumbull,2010,3361,96489,84837,16071,209434,410192
Washington,Island,2012,78,0,2370,3507,55425,61380
South Dakota,Hamlin,2010,5443,439876,479503,79340,196611,1200773
Texas,Reeves,2015,584575,21152,10633,30978,647075,1294413
Washington,Island,2013,426,0,2352,5948,52654,61380
Georgia,Jackson,2009,660,519,2068,39856,183434,226537
South Dakota,Hamlin,2011,8154,400052,509295,62919,220353,1200773
Texas,El Paso,2012,17996,96956,160,112027,131084,358223
Ohio,Trumbull,2011,3544,98267,92962,10816,204603,410192
Washington,Island,2014,9199,0,8050,13534,30597,61380
South Dakota,Hamlin,2012,2845,417662,546425,48064,185777,1200773
Georgia,Jackson,2010,300,489,896,31587,193265,226537
Montana,Lewis and Clark,2018,7067,1288,101562,216971,191664,518552
Washington,Island,2015,1385,0,3318,4355,52322,61380
New York,Erie,2015,43134,32917,156697,258159,388445,879352
South Dakota,Hamlin,2013,5102,408655,538354,45594,203068,1200773
Ohio,Trumbull,2012,2071,115651,96993,17865,177612,410192
Washington,Island,2016,2759,0,4787,11983,41851,61380
Georgia,Jackson,2011,148,985,1063,21406,202935,226537
South Dakota,Hamlin,2014,3774,436543,528613,67666,164177,1200773
Wyoming,Park,2018,8944,105,107737,396990,263515,777291
Washington,Island,2017,2761,0,4229,10204,44186,61380
Texas,El Paso,2013,29623,67785,1011,103852,155952,358223
South Dakota,Hamlin,2015,4438,450596,510712,54656,180371,1200773
Georgia,Jackson,2012,61,552,720,18682,206522,226537
Ohio,Trumbull,2013,7581,102904,112754,27936,159017,410192
Minnesota,Polk,2015,10982,1398123,1707894,1024708,358956,4500663
Idaho,Custer,2014,6831,0,10494,116454,947490,1081269
Washington,Island,2018,1697,0,2980,13175,43528,61380
South Dakota,Hamlin,2016,2759,428659,526495,58835,184025,1200773
Georgia,Jackson,2013,159,505,2864,188626,34383,226537
South Dakota,Hamlin,2017,1493,478188,517563,64194,139335,1200773
New York,Erie,2016,29467,29996,156224,280894,382771,879352
Ohio,Trumbull,2014,6375,121254,94017,22167,166379,410192
Texas,El Paso,2014,29962,72367,5825,107101,142968,358223
Georgia,Jackson,2014,41,878,1798,176237,47583,226537
South Dakota,Hamlin,2018,1662,454610,514244,58826,171431,1200773
Ohio,Trumbull,2015,19167,123287,103123,34749,129866,410192
Georgia,Jackson,2015,261,649,1628,51064,172935,226537
Ohio,Trumbull,2016,16990,125361,104089,28376,135376,410192
Georgia,Jackson,2016,242,1719,995,52810,170771,226537
Texas,El Paso,2015,84492,67828,262,76207,129434,358223
New York,Erie,2017,44176,32066,130488,317650,354972,879352
Georgia,Jackson,2017,6,630,4180,62075,159646,226537
Maine,Somerset,2015,963,0,31733,211558,140368,384622
Ohio,Trumbull,2017,6297,128480,111703,36390,127322,410192
Texas,Reeves,2016,521208,18397,7062,41510,706236,1294413
Minnesota,Polk,2016,5798,1513189,1689188,933777,358711,4500663
Georgia,Jackson,2018,5,1771,1537,57230,165994,226537
Texas,El Paso,2016,32889,89969,1082,93023,141260,358223
Ohio,Trumbull,2018,18774,136866,93874,30539,130139,410192
New York,Erie,2018,11224,40601,163805,325123,338599,879352
Texas,El Paso,2017,13942,101027,142,99421,143691,358223
Utah,Salt Lake,2009,63179,1,35821,16754,156988,272743
Texas,El Paso,2018,4198,115168,1286,100567,137004,358223
Utah,Salt Lake,2010,80730,1,65770,34988,91254,272743
Minnesota,Polk,2017,5714,1621923,1578136,940563,354327,4500663
Georgia,Cook,2009,82090,105608,14503,66193,74044,342438
Texas,Reeves,2017,500953,20107,11507,36889,724957,1294413
Utah,Salt Lake,2011,55378,0,42059,19294,156012,272743
Georgia,Cook,2010,34923,96414,7096,57047,146958,342438
Ohio,Miami,2009,85,369258,366281,10626,75168,821418
Georgia,Cook,2011,53095,128838,5709,42257,112539,342438
Idaho,Custer,2015,4102,0,18808,123362,934997,1081269
Ohio,Miami,2010,228,362779,353548,13529,91334,821418
Georgia,Cook,2012,55028,102033,4498,73440,107439,342438
Utah,Salt Lake,2012,81091,0,26635,14788,150229,272743
Georgia,Cook,2013,82720,125816,10342,53980,69580,342438
Ohio,Miami,2011,49,349558,357271,11709,102831,821418
Georgia,Cook,2014,58477,104941,6020,72659,100341,342438
Utah,Salt Lake,2013,60768,0,22126,11809,178040,272743
Georgia,Cook,2015,73321,106159,9441,68371,85146,342438
Ohio,Miami,2012,284,319699,391725,11767,97943,821418
Minnesota,Polk,2018,7216,1424799,1786826,937226,344596,4500663
Georgia,Cook,2016,93503,99673,7852,63490,77920,342438
Ohio,Miami,2013,395,357363,360506,13421,89733,821418
Utah,Salt Lake,2014,57640,0,31796,23422,159885,272743
Georgia,Cook,2017,2404,116360,12118,111211,100345,342438
Ohio,Miami,2014,479,366577,356571,17972,79819,821418
Georgia,Cook,2018,10,137714,16332,95413,92969,342438
Texas,Reeves,2018,168110,132741,15778,48425,929359,1294413
Ohio,Miami,2015,345,388306,345723,17021,70023,821418
Utah,Salt Lake,2015,14803,0,78648,16014,163278,272743
Maine,Somerset,2016,236,5,30248,210791,143342,384622
Ohio,Miami,2016,1162,356673,371983,17348,74252,821418
Ohio,Miami,2017,224,381457,351761,15288,72688,821418
Utah,Salt Lake,2016,33810,0,61882,15645,161406,272743
Ohio,Miami,2018,143,394990,335250,21034,70001,821418
Utah,Salt Lake,2017,24623,0,71276,13831,163013,272743
Georgia,White,2009,8,22,5435,2467,55923,63855
Utah,Salt Lake,2018,38190,0,57537,17798,159218,272743
Idaho,Custer,2016,2443,0,23005,120501,935320,1081269
Georgia,White,2010,41,79,3132,3303,57300,63855
Georgia,White,2011,11,249,3785,4103,55707,63855
Georgia,White,2012,12,72,3318,2791,57662,63855
Georgia,White,2013,15,1223,7252,41390,13975,63855
Georgia,White,2014,142,1849,6246,39566,16052,63855
Georgia,White,2015,53,1052,4695,7349,50706,63855
Georgia,White,2016,117,631,5385,4732,52990,63855
Georgia,White,2017,5,336,6356,6606,50552,63855
Georgia,White,2018,0,1312,4747,6271,51525,63855
Montana,Liberty,2009,977794,0,1177928,94355,731667,2981744
Texas,Bowie,2009,7961,34829,66823,134655,227559,471827
Maine,Somerset,2017,206,0,30486,228772,125158,384622
Ohio,Muskingum,2009,806,35855,59523,39567,250518,386269
Texas,Bowie,2010,258,42304,11555,961,416749,471827
Ohio,Muskingum,2010,648,36171,54484,37515,257451,386269
Ohio,Muskingum,2011,1134,37680,62761,8287,276407,386269
California,Stanislaus,2009,46743,1672,441418,1067692,536277,2093802
Texas,Bowie,2011,843,39751,61518,253,369462,471827
Ohio,Muskingum,2012,562,45530,66712,41078,232387,386269
Montana,Liberty,2010,976965,0,1073192,71618,859969,2981744
South Dakota,Ziebach,2009,107731,1431,334018,272013,477341,1192534
Georgia,Bibb,2009,8649,7239,2486,13232,69605,101211
Texas,Bowie,2012,360,45502,48447,266,377252,471827
Ohio,Muskingum,2013,860,40066,77709,40236,227398,386269
Georgia,Bibb,2010,9205,6986,1702,15659,67659,101211
Georgia,Bibb,2011,13839,8020,2381,14496,62475,101211
Idaho,Custer,2017,691,0,20925,134010,925643,1081269
Ohio,Muskingum,2014,732,54227,65157,56247,209906,386269
Georgia,Bibb,2012,11200,6552,2875,10687,69897,101211
Texas,Bowie,2013,438,34416,72845,151386,212742,471827
Montana,Liberty,2011,816344,0,1179710,135819,849871,2981744
Georgia,Bibb,2013,12210,3707,4056,18083,63155,101211
Ohio,Muskingum,2015,286,57181,73487,79561,175754,386269
Georgia,Bibb,2014,12856,5483,3394,27511,51967,101211
South Dakota,Ziebach,2010,83180,1714,322138,380941,404561,1192534
Texas,Bowie,2014,3410,33714,49320,121166,264217,471827
New York,Herkimer,2009,7584,6872,117636,245891,309675,687658
Georgia,Bibb,2015,15340,4627,5127,18163,57954,101211
Ohio,Muskingum,2016,493,62502,72016,82492,168766,386269
Georgia,Bibb,2016,15798,5996,2934,15142,61341,101211
Minnesota,Stearns,2009,819,430911,976556,279608,891420,2579314
California,Stanislaus,2010,57597,4050,438136,1187135,406884,2093802
Montana,Liberty,2012,907096,0,1113957,164841,795850,2981744
Texas,Bowie,2015,22307,18274,67030,87086,277130,471827
Georgia,Bibb,2017,1641,5588,4852,28728,60402,101211
Ohio,Muskingum,2017,295,62962,70364,90643,162005,386269
Georgia,Bibb,2018,46,8943,2594,26703,62925,101211
Wyoming,Sheridan,2009,10900,0,18188,449125,535824,1014037
Ohio,Muskingum,2018,1700,63120,73956,94050,153443,386269
Texas,Bowie,2016,24517,16246,72073,58448,300543,471827
South Dakota,Ziebach,2011,76789,520,354111,374580,386534,1192534
Minnesota,Stearns,2010,823,418043,884936,178864,1096648,2579314
Maine,Somerset,2018,172,4,30251,230886,123309,384622
Montana,Liberty,2013,914260,0,1132470,184821,750193,2981744
Texas,Bowie,2017,311,47901,57581,50305,315729,471827
New York,Herkimer,2010,18428,10451,100001,455559,103219,687658
Minnesota,Stearns,2011,1853,453087,1214136,552890,357348,2579314
Texas,Bowie,2018,2148,54698,57577,120936,236468,471827
California,Stanislaus,2011,54957,588,404942,1142452,490863,2093802
South Dakota,Ziebach,2012,49336,2153,374947,327745,438353,1192534
Wyoming,Sheridan,2010,17893,0,57715,514794,423635,1014037
Montana,Liberty,2014,1014066,2928,1256371,307784,400595,2981744
Minnesota,Stearns,2012,1928,399581,1257463,630995,289347,2579314
Washington,Clallam,2009,489,0,3431,7606,43100,54626
Idaho,Custer,2018,963,0,20124,142209,917973,1081269
California,Stanislaus,2012,20955,4917,305677,1162253,600000,2093802
Montana,Liberty,2015,1081412,252,1223591,297011,379478,2981744
Minnesota,Stearns,2013,1934,405282,1251025,516726,404347,2579314
New York,Herkimer,2011,21148,9199,110684,358690,187937,687658
Ohio,Portage,2009,1213,68277,71416,23853,110777,275536
Georgia,Berrien,2009,134610,136173,39790,106721,113274,530568
South Dakota,Ziebach,2013,64413,1267,294196,333008,499650,1192534
Ohio,Portage,2010,853,70283,57840,10952,135608,275536
Georgia,Berrien,2010,53265,153975,17919,79647,225762,530568
Washington,Clallam,2010,0,0,77,1409,53140,54626
Ohio,Portage,2011,1431,67827,67297,13418,125563,275536
Wyoming,Sheridan,2011,10891,0,31254,257952,713940,1014037
Minnesota,Stearns,2014,8166,450140,1192980,709201,218827,2579314
Georgia,Berrien,2011,97765,194674,20771,58894,158464,530568
Ohio,Portage,2012,471,78330,69970,12157,114608,275536
Montana,Liberty,2016,922594,0,1285941,426596,346613,2981744
Ohio,Portage,2013,1582,72822,75451,13782,111899,275536
New York,Herkimer,2012,18458,5628,135158,352702,175712,687658
Georgia,Berrien,2012,70627,163519,17217,102432,176773,530568
Ohio,Portage,2014,1160,81214,65914,18777,108471,275536
Minnesota,Stearns,2015,3735,449594,1189455,554402,382128,2579314
California,Stanislaus,2013,50050,9262,286155,1298155,450180,2093802
Georgia,Berrien,2013,135745,182813,28264,68720,115026,530568
Nevada,Churchill,2009,27575,0,33298,193016,170780,424669
South Dakota,Ziebach,2014,55592,2273,382007,329028,423634,1192534
Ohio,Portage,2015,4616,85037,72571,17519,95793,275536
Ohio,Portage,2016,3387,83088,74426,22138,92497,275536
Montana,Liberty,2017,566762,2132,1315956,631174,465720,2981744
Wyoming,Sheridan,2012,8228,0,28603,250001,727205,1014037
Georgia,Berrien,2014,83407,174245,20631,95637,156648,530568
Washington,Clallam,2011,75,0,4981,20295,29275,54626
Ohio,Portage,2017,2539,101020,63557,19473,88947,275536
Texas,Mills,2009,29019,10,58573,68125,238135,393862
Minnesota,Stearns,2016,2948,471113,1150054,568907,386292,2579314
Georgia,Berrien,2015,94541,156002,31673,123658,124694,530568
Ohio,Portage,2018,2995,99266,62025,23490,87760,275536
New York,Herkimer,2013,7207,6174,112935,203040,358302,687658
Georgia,Berrien,2016,128951,135303,32844,108976,124494,530568
Texas,Mills,2010,77246,335,72992,15350,227939,393862
Montana,Liberty,2018,509194,39,1482378,650668,339465,2981744
Minnesota,Stearns,2017,4438,559862,1118400,542424,354190,2579314
Georgia,Berrien,2017,7541,170075,25987,183174,143791,530568
South Dakota,Ziebach,2015,102101,5401,375102,306772,403158,1192534
Texas,Mills,2011,68304,678,62948,4867,257065,393862
California,Stanislaus,2014,30791,948,322190,1213112,526761,2093802
Georgia,Berrien,2018,9,193406,35035,176339,125779,530568
Washington,Clallam,2012,0,0,710,1419,52497,54626
Minnesota,Stearns,2018,2273,594608,1090584,538213,353636,2579314
Wyoming,Sheridan,2013,7095,0,23290,328970,654682,1014037
Texas,Mills,2012,62032,241,65771,3304,262514,393862
Utah,Summit,2009,360,0,1033,25777,106905,134075
New York,Herkimer,2014,11047,10514,115749,237790,312558,687658
Ohio,Richland,2009,841,222626,243567,29560,137856,634450
Texas,Mills,2013,10025,32,78224,21365,284216,393862
Nevada,Churchill,2010,21390,0,33346,278582,91351,424669
South Dakota,Ziebach,2016,58776,7576,383330,360714,382138,1192534
Ohio,Richland,2010,337,226603,217367,22144,167999,634450
California,Stanislaus,2015,37258,2287,302853,1248555,502849,2093802
Texas,Mills,2014,23807,89,82196,24211,263559,393862
Ohio,Richland,2011,744,213873,220705,22052,177076,634450
Wyoming,Sheridan,2014,4879,0,20623,364241,624294,1014037
New York,Herkimer,2015,14993,10260,117248,293651,251506,687658
Utah,Summit,2010,1866,0,2191,80303,49715,134075
Washington,Clallam,2013,42,0,607,1601,52376,54626
Ohio,Richland,2012,632,189918,245062,18940,179898,634450
Texas,Mills,2015,25763,219,88155,24491,255234,393862
South Dakota,Ziebach,2017,41485,49803,353040,394964,353242,1192534
Ohio,Richland,2013,805,205291,242185,26129,160040,634450
Georgia,Camden,2009,2164,1231,1471,2091,7412,14369
Minnesota,Washington,2009,58,62503,95813,12392,144620,315386
Ohio,Richland,2014,884,210882,228687,28097,165900,634450
Texas,Mills,2016,46393,102,68183,24752,254432,393862
Georgia,Camden,2010,240,180,139,510,13300,14369
Minnesota,Washington,2010,56,58415,76296,12076,168543,315386
Arizona,Pinal,2009,767992,384907,317787,464743,1000268,2935697
California,Stanislaus,2016,24724,1521,197729,1357058,512770,2093802
Georgia,Camden,2011,518,305,187,1012,12347,14369
Ohio,Richland,2015,943,240576,230038,37041,125852,634450
Minnesota,Washington,2011,717,72012,105126,90784,46747,315386
Minnesota,Washington,2012,238,63320,109179,41960,100689,315386
Georgia,Camden,2012,454,464,527,1078,11846,14369
Utah,Summit,2011,94,0,1269,25167,107545,134075
Texas,Mills,2017,37118,213,78312,24371,253848,393862
Washington,Clallam,2014,17100,0,7002,10568,19956,54626
Ohio,Richland,2016,1413,230689,235157,39689,127502,634450
Minnesota,Washington,2013,568,58251,103250,45569,107748,315386
Georgia,Camden,2013,73,6,306,804,13180,14369
Minnesota,Washington,2014,1226,61279,121553,69623,61705,315386
South Dakota,Ziebach,2018,79797,4774,357402,402370,348191,1192534
New York,Herkimer,2016,15893,10569,105690,288214,267292,687658
Nevada,Churchill,2011,13285,0,33030,186181,192173,424669
Minnesota,Washington,2015,377,69964,91920,45475,107650,315386
Wyoming,Sheridan,2015,7361,1,17707,413919,575049,1014037
Georgia,Camden,2014,554,60,59,1425,12271,14369
Ohio,Richland,2017,6106,259552,218797,29052,120943,634450
Texas,Mills,2018,3190,513,113323,29916,246920,393862
Minnesota,Washington,2016,248,68340,96780,40154,109864,315386
Georgia,Camden,2015,372,176,63,1624,12134,14369
Ohio,Richland,2018,1231,235472,240696,47565,109486,634450
Minnesota,Washington,2017,1218,75346,92329,40591,105902,315386
Utah,Summit,2012,335,0,1288,16090,116362,134075
Georgia,Camden,2016,148,195,31,1146,12849,14369
Minnesota,Washington,2018,1056,73481,90625,45259,104965,315386
Washington,Clallam,2015,194,0,734,2181,51517,54626
California,Stanislaus,2017,33766,1713,234830,1448353,375140,2093802
