"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",3391,1348,101925,895,9327
"GM",6757,11419,91729,1193,9098
"Tolerant",112085,138770,486035,6080,58956
"Vulnerable",978,993,7797,23771,9412
"Unclassified",9733,7686,47313,5079,98180
