"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",22,17,13,136
"GM",17327,49672,2218,14207
"Tolerant",39473,8222,1960,11007
"Vulnerable",6089,3989,20777,110455
"Unclassified",13272,12625,40160,201231
