"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",4482,1340,15477,1705,5190
"GM",107,632,4417,74,97
"Tolerant",9180,10746,55934,1967,2902
"Vulnerable",1453,315,2585,74950,56379
"Unclassified",1758,277,2701,80567,410542
