"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",10892,19313,8345,24338
"Tolerant",20699,41487,21277,31231
"Vulnerable",8256,13354,128554,22030
"Unclassified",22131,28996,22966,263707
