"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",275,449,628,1968
"Tolerant",267,44728,41608,4634
"Vulnerable",669,36829,67141,21754
"Unclassified",3419,8811,28234,35124
