"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",1,1,0,0
"GM",5019,14386,2681,1879
"Tolerant",18415,4507,2052,1747
"Vulnerable",1360,1499,99184,53675
"Unclassified",1963,2037,95428,94008
