"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,4,12,107,192
"GM",5,179,847,284,424
"Tolerant",66,1022,2472,1219,1805
"Vulnerable",22,108,506,12832,9221
"Unclassified",170,623,2889,42934,39526
