"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",76798,549556,7296,3281
"GM",0,12,130,1
"Tolerant",545129,111610,81273,4373
"Vulnerable",2119,84938,198290,10809
"Unclassified",10337,6532,27102,246205
