"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,0,2
"GM",728,244,53,134
"Tolerant",262,873,110,2265
"Vulnerable",136,45,15299,3568
"Unclassified",240,332,2532,85944
