"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",2064,10438,1292,10487
"GM",4,15,2,12
"Tolerant",31552,91712,44538,146485
"Vulnerable",8192,93559,86412,78461
"Unclassified",6337,24830,79343,176814
