"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",555,2,185,2866,6332
"GM",52,15,379,657,969
"Tolerant",600,414,11114,6657,10572
"Vulnerable",3231,55,5300,298183,183138
"Unclassified",548,41,1258,19244,78366
