"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",19401,6449,3635,9676,43838
"GM",17748,71605,28484,12414,43605
"Tolerant",5486,20538,9754,5019,28624
"Vulnerable",7871,5052,3123,15667,15639
"Unclassified",6251,5573,4951,10615,43693
