"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",171,170,50,310
"GM",12439,73292,1523,8652
"Tolerant",65662,22098,2103,12065
"Vulnerable",4457,3525,11790,64279
"Unclassified",8460,11145,13842,86282
