"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",5284,157852,1175,85519
"Tolerant",80452,159160,17948,278246
"Vulnerable",5584,28186,19833,38548
"Unclassified",46360,167266,7295,279757
