"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",5,2,7,440
"GM",232,18,69,6048
"Tolerant",1666,72,31,1998
"Vulnerable",400,29,309,7647
"Unclassified",4784,1488,1410,40464
