"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",808,468,154,3686
"GM",0,1,0,12
"Tolerant",73,2664,3540,2529
"Vulnerable",683,6642,33981,45353
"Unclassified",4780,7183,838161,130551
