"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",260,22,57,5,111
"GM",82,34335,315500,1766,6834
"Tolerant",342,309710,285107,2374,10335
"Vulnerable",11,452,1713,11534,9691
"Unclassified",913,3459,12280,10911,39580
