"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",9,10,192,559,1064
"GM",4,16,334,268,503
"Tolerant",146,2187,12291,2390,5018
"Vulnerable",80,144,3168,165972,113924
"Unclassified",1064,391,4889,44067,368864
