"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",1,10,6,2,89
"GM",1,4486,11944,325,4311
"Tolerant",5,8462,10007,369,6051
"Vulnerable",1,199,301,2615,7556
"Unclassified",160,5181,8985,12505,84286
