"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,0,24
"GM",0,0,0,31
"Tolerant",0,0,1,65
"Vulnerable",0,1,396,567
"Unclassified",58,78,861,11736
