"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",1,1,0,136
"GM",0,1,4,7
"Tolerant",3,1,1,93
"Vulnerable",18,5,61,848
"Unclassified",87,136,1462,10953
