"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",16,8,0,36
"GM",38312,111575,273,40540
"Tolerant",115370,10427,139,33625
"Vulnerable",16698,16852,407,308199
"Unclassified",8648,7630,97,104590
