"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",1,430,58,214,541
"GM",61,18086,3692,1801,2181
"Tolerant",64,5625,958,942,1023
"Vulnerable",120,970,216,39849,14159
"Unclassified",239,2499,1758,28678,101183
