"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",161,509,1086,1339,1721
"GM",370,24707,67902,8017,6108
"Tolerant",1126,66638,81772,20250,15599
"Vulnerable",552,5464,11171,56134,29855
"Unclassified",3826,21926,95776,194311,78742
