"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",172,12,22,28
"GM",1140,524,305,1210
"Tolerant",514,1050,135,157
"Vulnerable",161,159,19300,14904
"Unclassified",749,780,23345,47623
