"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",2,0,0,2
"GM",21934,362070,247,12957
"Tolerant",363285,43950,768,17321
"Vulnerable",191,570,5301,3812
"Unclassified",14502,19512,6322,107334
