"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",8915,132,357469,3103,17154
"GM",163,119,3907,19,222
"Tolerant",308328,8912,595970,3965,35480
"Vulnerable",3196,59,6898,28752,4077
"Unclassified",17439,740,73977,5743,66836
