"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",1651,2124,336,11418
"Tolerant",2339,2360,1774,10589
"Vulnerable",622,2995,111927,81956
"Unclassified",2103,3235,13128,144210
