"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",1760,2205,3225,8843
"GM",6,69,6,10
"Tolerant",14308,48999,28483,18903
"Vulnerable",4681,15145,127023,20199
"Unclassified",13401,9634,21568,83442
