"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",3420,25101,8104,959
"Tolerant",17891,15286,11818,1319
"Vulnerable",2110,8871,264290,9310
"Unclassified",18544,30247,596438,413917
