"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",4,0,0,487
"GM",0,0,0,24
"Tolerant",0,0,3,90
"Vulnerable",1,0,225,400
"Unclassified",111,35,375,16537
