"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",15,0,43,357,174
"GM",1,0,1,10,3
"Tolerant",40,10,12588,4399,5569
"Vulnerable",96,2,4457,145478,22881
"Unclassified",227,7,6461,46604,23586
