"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",1,0,0,0,18
"GM",2,766,760,172,274
"Tolerant",17,1253,278,101,171
"Vulnerable",3,89,59,1773,1636
"Unclassified",95,1637,1979,8889,65170
