"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",960,1950,10098,3150
"Tolerant",1434,16544,20616,4476
"Vulnerable",1905,18490,353837,15174
"Unclassified",5247,3845,113761,112815
