"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",1538,435,23249,22,6740
"GM",1233,2440,18076,353,306
"Tolerant",53339,85414,777946,3607,51310
"Vulnerable",279,22,2957,694,279
"Unclassified",9414,1822,36396,152,153277
