"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,0,16
"GM",0,0,0,1
"Tolerant",0,0,0,50
"Vulnerable",0,0,0,19
"Unclassified",1,7,14,439
