"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",15828,375200,295,52569
"Tolerant",423226,85553,3768,38959
"Vulnerable",234,4240,15043,6981
"Unclassified",12760,13151,5395,112452
