"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",255,167,709,307,675
"GM",59,184,1818,635,261
"Tolerant",382,303,6143,1840,1729
"Vulnerable",540,95,1270,50567,32384
"Unclassified",1294,72,2106,27515,61212
