"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,25,29,0,3
"GM",25,21347,382647,1629,6877
"Tolerant",55,465926,599737,3496,9044
"Vulnerable",200,244,2550,3660,2547
"Unclassified",315,7429,17820,2163,61321
