"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,0,21
"GM",0,0,1,2
"Tolerant",0,138,177,26
"Vulnerable",0,36,11387,6001
"Unclassified",14,5,6489,14218
