"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",1,9,13,26,254
"GM",0,1940,2021,76,1436
"Tolerant",5,2736,1145,134,2064
"Vulnerable",8,95,126,2301,10763
"Unclassified",134,1990,1942,6568,65606
