"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,2,4
"GM",0,0,0,2
"Tolerant",0,0,4,26
"Vulnerable",3,8,102,187
"Unclassified",21,9,209,1575
