"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",3,0,7,3
"GM",30983,3060,1634,3718
"Tolerant",3128,495,293,426
"Vulnerable",1823,147,37140,20854
"Unclassified",5286,816,26692,49756
