"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,0,7
"GM",19196,596255,265,9439
"Tolerant",617980,310301,423,18071
"Vulnerable",253,624,513,1673
"Unclassified",24664,51000,2696,33807
