"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,8,0,1
"GM",29987,378979,1603,13010
"Tolerant",331409,141557,3293,15077
"Vulnerable",752,7851,22465,11895
"Unclassified",6503,14496,7048,67718
