"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,0,10
"GM",1,0,0,7
"Tolerant",0,1,4,17
"Vulnerable",1,0,380,3762
"Unclassified",6,7,4691,127338
