"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,1,0,2
"GM",13797,516216,1506,15625
"Tolerant",484982,277959,1467,35389
"Vulnerable",308,1304,3153,1822
"Unclassified",8024,18205,21368,24975
