"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",11,50,2,13
"GM",27148,456231,434,5452
"Tolerant",453123,356624,1119,5223
"Vulnerable",210,1028,7896,7306
"Unclassified",5888,21839,7079,69427
