"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",66,179,373,3014
"GM",2,6,9,56
"Tolerant",182,7368,1533,7076
"Vulnerable",223,1266,38585,52904
"Unclassified",204,1061,8615,55938
