"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",5,19,0,2
"GM",31705,456108,1304,17688
"Tolerant",422512,148510,1811,25838
"Vulnerable",502,1783,6645,4984
"Unclassified",8704,11860,16541,34055
