"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,1,0,0
"GM",3994,1306,327,1473
"Tolerant",1524,1578,166,586
"Vulnerable",256,308,9918,2211
"Unclassified",465,2202,3510,164919
